"","short","long","countrycode","lon","lat","alt"
"332","Henstridge Airfield","Henstridge Airfield parkrun",97,-2.352992,50.985278,52.3444480895996
"333","Hereford","Hereford parkrun",97,-2.724152,52.068892,53.4007263183594
"334","Herrington Country","Herrington Country parkrun",97,-1.476809,54.876573,63.0921401977539
"335","Heslington","Heslington parkrun",97,-1.01799,53.949319,11.6654710769653
"336","Higginson, Marlow","Higginson parkrun, Marlow",97,-0.779573,51.566268,30.4772396087646
"337","Highbury Fields","Highbury Fields parkrun",97,-0.102884,51.546959,37.8248329162598
"338","Highwoods","Highwoods parkrun",97,0.917561,51.904682,36.0291709899902
"339","Hillsborough","Hillsborough parkrun",97,-1.501973,53.408457,70.7819519042969
"340","Hillsborough Forest","Hillsborough Forest parkrun",97,-6.076662,54.461336,115.234909057617
"341","Hilly Fields","Hilly Fields parkrun",97,-0.025019,51.460143,51.0738105773926
"342","Hoblingwell","Hoblingwell parkrun",97,0.098847,51.400981,76.7605438232422
"343","Hockley Woods","Hockley Woods parkrun",97,0.64912,51.596133,51.1720085144043
"344","Hogmoor Inclosure","Hogmoor Inclosure parkrun",97,-0.875934,51.111681,96.0160980224609
"345","Holkham","Holkham parkrun",97,0.801022,52.950159,10.2916078567505
"346","Holy Cross College","Holy Cross College parkrun",97,-7.477408,54.815718,27.0566787719727
"347","Holyrood","Holyrood parkrun",97,-3.162844,55.952167,40.1524047851562
"348","Homewood","Homewood parkrun",97,-0.539078,51.366808,42.4432258605957
"349","Horsham","Horsham parkrun",97,-0.327908,51.06651,41.8642387390137
"350","Horspath","Horspath parkrun",97,-1.188165,51.737281,83.4943237304688
"351","Horton Park","Horton Park parkrun",97,-1.77538,53.782455,172.592346191406
"352","Houghton Hall","Houghton Hall parkrun",97,-0.510046,51.90155,130.807830810547
"353","Hove Promenade","Hove Promenade parkrun",97,-0.166594,50.823391,8.92445087432861
"354","Huddersfield","Huddersfield parkrun",97,-1.800685,53.650608,143.931091308594
"355","Hull","Hull parkrun",97,-0.300708,53.764645,5.1222186088562
"356","Humber Bridge","Humber Bridge parkrun",97,-0.453352,53.71723,12.210620880127
"357","Hunstanton Promenade","Hunstanton Promenade parkrun",97,0.486526,52.941684,6.34284973144531
"358","Huntingdon","Huntingdon parkrun",97,-0.213662,52.330591,13.1231145858765
"359","Hyde","Hyde parkrun",97,-2.076554,53.45713,115.335807800293
"360","Hyndburn","Hyndburn parkrun",97,-2.376734,53.781711,106.241325378418
"361","Ifield Mill Pond","Ifield Mill Pond parkrun",97,-0.218863,51.107508,73.6681442260742
"362","Ipswich","Ipswich parkrun",97,1.116032,52.050923,37.5636177062988
"363","Irchester Country","Irchester Country parkrun",97,-0.673649,52.285076,57.8132019042969
"364","Isabel Trail","Isabel Trail parkrun",97,-2.125953,52.808242,76.9866409301758
"365","Itchen Valley Country","Itchen Valley Country parkrun",97,-1.341722,50.944849,19.0586986541748
"366","Jersey Farm","Jersey Farm parkrun",97,-0.307978,51.773718,109.243614196777
"367","Jesmond Dene","Jesmond Dene parkrun",97,-1.592839,54.99188,38.5745697021484
"368","Jubilee","Jubilee parkrun",97,-1.604602,54.701073,109.899124145508
"369","Kesgrave","Kesgrave parkrun",97,1.257741,52.058138,28.7806816101074
"370","Keswick","Keswick parkrun",97,-3.129497,54.603863,95.3169784545898
"371","Kettering","Kettering parkrun",97,-0.710653,52.384226,77.6952972412109
"372","Kew Woods","Kew Woods parkrun",97,-2.995064,53.629073,4.21494770050049
"373","Killerton","Killerton parkrun",97,-3.455007,50.792835,81.8957748413086
"374","Kings Lynn","Kings Lynn parkrun",97,0.407446,52.752762,6.16705513000488
"375","King George V Playing Field","King George V Playing Field parkrun, Cheltenham",97,-2.110018,51.901883,56.7852516174316
"376","Kingdom","Kingdom parkrun",97,0.162768,51.162408,100.28141784668
"377","Kingsbury Water","Kingsbury Water parkrun",97,-1.698718,52.561983,67.3162460327148
"378","Kingston","Kingston parkrun",97,-0.309516,51.426567,7.15856981277466
"379","Kingsway","Kingsway parkrun, Gloucester",97,-2.272804,51.821487,23.586519241333
"380","Kirkcaldy","Kirkcaldy parkrun",97,-3.169549,56.104087,27.8703193664551
"381","Kirkwall","Kirkwall parkrun",97,-2.948069,58.982282,34.5364303588867
"382","Knockbracken Reservoir","Knockbracken Reservoir parkrun",97,-5.892928,54.524392,111.999816894531
"383","Knowsley","Knowsley parkrun",97,-2.811654,53.411116,35.7952690124512
"384","Lanark Moor","Lanark Moor parkrun",97,-3.750284,55.666318,211.203323364258
"385","Lancaster","Lancaster parkrun",97,-2.781183,54.04568,106.032768249512
"386","Lancing Beach Green","Lancing Beach Green parkrun",97,-0.323792,50.820591,5.24152803421021
"387","Lands End","Lands End parkrun",97,-5.714096,50.066127,51.5570945739746
"388","Lanhydrock","Lanhydrock parkrun",97,-4.69614,50.441131,101.576324462891
"389","Largs Prom","Largs Prom parkrun",97,-4.873064,55.802062,0
"390","Larne","Larne parkrun",97,-5.843595,54.88843,16.6435508728027
"391","Leamington","Leamington parkrun",97,-1.504655,52.28714,60.8099250793457
"392","Leavesden Country","Leavesden Country parkrun",97,-0.403599,51.704924,104.590621948242
"393","Leazes","Leazes parkrun",97,-1.625633,54.977078,76.5452423095703
"394","Lee-on-the-Solent","Lee-on-the-Solent parkrun",97,-1.20383,50.801087,3.36020565032959
"395","Leicester Victoria","Leicester Victoria parkrun",97,-1.121659,52.620954,87.9148254394531
"396","Letchworth","Letchworth parkrun",97,-0.22279,51.999895,74.3458786010742
"397","Levengrove","Levengrove parkrun",97,-4.57567,55.940721,13.0173721313477
"398","Lews Castle","Lews Castle parkrun",97,-6.396894,58.207899,0
"399","Limavady","Limavady parkrun",97,-6.944777,55.047128,18.9679985046387
"400","Limepark Playing Fields","Limepark Playing Fields parkrun",97,-6.32179,55.123827,94.986198425293
"401","Lincoln","Lincoln parkrun",97,-0.560904,53.208848,9.03251457214355
"402","Linford Wood","Linford Wood parkrun",97,-0.760168,52.05864,101.367408752441
"403","Lingwood","Lingwood parkrun",97,1.493528,52.618901,24.9191360473633
"404","Linwood","Linwood parkrun",97,-4.505078,55.854033,11.8046598434448
"405","Littlehampton Prom","Littlehampton Prom parkrun",97,-0.541939,50.802284,1.62432396411896
"406","Littleport","Littleport parkrun",97,0.299342,52.463048,-0.0367968529462814
"407","Livingston","Livingston parkrun",97,-3.518828,55.886797,102.579162597656
"408","Llanerchaeron","Llanerchaeron parkrun",97,-4.235798,52.220443,38.198314666748
"409","Llanishen Park","Llanishen Park parkrun",97,-3.196302,51.529533,54.9530868530273
"410","Lloyd","Lloyd parkrun, Croydon",97,-0.079973,51.364807,73.4193954467773
"411","Llyn Llech Owain","Llyn Llech Owain parkrun",97,-4.080563,51.812913,240.609069824219
"412","Loch Leven","Loch Leven parkrun",97,-3.358085,56.219434,113.364585876465
"413","Loch Neaton","Loch Neaton parkrun, Watton",97,0.8274,52.577558,42.6818428039551
"414","Lochend Woods","Lochend Woods parkrun",97,-2.521501,55.997214,9.56245422363281
"415","Lochore Meadows","Lochore Meadows parkrun",97,-3.33708,56.150699,95.6179428100586
"416","Long Eaton","Long Eaton parkrun",97,-1.285853,52.895155,33.7486953735352
"417","Longrun Meadow","Longrun Meadow parkrun",97,-3.114989,51.018755,17.0497512817383
"418","Lordship Recreation Ground","Lordship Recreation Ground parkrun",97,-0.086951,51.594341,16.213171005249
"419","Lowestoft","Lowestoft parkrun",97,1.747338,52.468286,3.61928009986877
"420","Ludlow","Ludlow parkrun",97,-2.773078,52.353284,245.827011108398
"421","Lullingstone","Lullingstone parkrun",97,0.187147,51.353118,62.5143699645996
"422","Luton Wardown","Luton Wardown parkrun",97,-0.420917,51.889853,110.090057373047
"423","Lydiard","Lydiard parkrun",97,-1.853621,51.561489,121.715698242188
"424","Lydney","Lydney parkrun",97,-2.52648,51.721613,10.4332094192505
"425","Lyme Park","Lyme Park parkrun",97,-2.058402,53.337193,239.813262939453
"426","Lymington Woodside","Lymington Woodside parkrun",97,-1.54548,50.747747,5.32339477539062
"427","Lytham Hall","Lytham Hall parkrun",97,-2.977613,53.744855,16.4593944549561
"428","MUSA Cookstown","MUSA Cookstown parkrun",97,-6.735656,54.615093,77.9705810546875
"429","Macclesfield","Macclesfield parkrun",97,-2.1303,53.251413,153.929763793945
"430","Maesteg","Maesteg parkrun",97,-3.665573,51.609499,163.605560302734
"431","Maidenhead","Maidenhead parkrun",97,-0.712135,51.51095,27.153226852417
"432","Maidstone","Maidstone parkrun",97,0.507689,51.29641,11.0416717529297
"433","Maldon Prom","Maldon Prom parkrun",97,0.68877,51.726742,11.4919557571411
"434","Mallards Pike","Mallards Pike parkrun",97,-2.528555,51.784666,122.689498901367
"435","Malling","Malling parkrun",97,0.437343,51.31537,0.627094149589539
"436","Manor Field, Whittlesey","Manor Field parkrun, Whittlesey",97,-0.125941,52.551869,4.45955419540405
"437","Mansfield","Mansfield parkrun",97,-1.183844,53.174034,70.0110473632812
"438","March","March parkrun",97,0.086208,52.550069,4.1675591468811
"439","Margate","Margate parkrun",97,1.403997,51.39207,10.1897296905518
"440","Marine Parade","Marine Parade parkrun",97,-2.983828,51.334997,0
"441","Markeaton","Markeaton parkrun",97,-1.504769,52.935408,62.6716423034668
"442","Market Bosworth Country Park","Market Bosworth Country Park parkrun",97,-1.391946,52.623664,131.620727539062
"443","Market Harborough","Market Harborough parkrun",97,-0.924979,52.474487,81.8054046630859
"444","Market Rasen Racecourse","Market Rasen Racecourse parkrun",97,-0.309019,53.380502,30.3050937652588
"445","Markshall Estate","Markshall Estate parkrun",97,0.673757,51.897737,59.701789855957
"446","Marlborough Common","Marlborough Common parkrun",97,-1.732581,51.42448,164.499359130859
"447","Marple","Marple parkrun",97,-2.056509,53.404476,83.1676712036133
"448","Marshall Drive","Marshall Drive parkrun, Brotton",97,-0.947956,54.574096,65.2006149291992
"449","Maryport Prom","Maryport Prom parkrun",97,-3.50107,54.7171,2.38780212402344
"450","Meadowmill","Meadowmill parkrun",97,-2.966242,55.954249,37.9374237060547
"451","Medina I.O.W.","Medina I.O.W. parkrun",97,-1.286999,50.711823,6.0491418838501
"452","Melksham","Melksham parkrun",97,-2.136235,51.377226,37.2193260192871
"453","Melton Mowbray","Melton Mowbray parkrun",97,-0.879068,52.780002,91.9852981567383
"454","Mersea Island","Mersea Island parkrun",97,0.99368,51.79164,9.59989547729492
"455","Merthyr","Merthyr parkrun",97,-3.375658,51.73896,165.771469116211
"456","Middleton Woods","Middleton Woods parkrun",97,-1.557233,53.751892,139.784820556641
"457","Mildenhall Hub","Mildenhall Hub parkrun",97,0.499399,52.342792,8.05957126617432
"458","Mile End","Mile End parkrun",97,-0.033946,51.518169,9.57999610900879
"459","Milford Waterfront","Milford Waterfront parkrun",97,-5.031507,51.710763,18.1009883880615
"460","Millennium Country","Millennium Country parkrun, Forest of Marston Vale",97,-0.534082,52.065265,40.2073593139648
"461","Millfield","Millfield parkrun",97,-1.190864,54.125154,41.0550155639648
"462","Millhouses","Millhouses parkrun",97,-1.505027,53.338516,110.437843322754
"463","Millom","Millom parkrun",97,-3.26996,54.21399,10.2104797363281
"464","Milton Country","Milton Country parkrun",97,0.161906,52.236675,11.8266954421997
"465","Milton Keynes","Milton Keynes parkrun",97,-0.722984,52.05011,59.1199264526367
"466","Minehead","Minehead parkrun",97,-3.469591,51.207524,4.80532789230347
"467","Mole Valley","Mole Valley parkrun",97,-0.330645,51.248259,51.1386756896973
"468","Monsal Trail","Monsal Trail parkrun",97,-1.675286,53.230788,163.613677978516
"469","Montrose","Montrose parkrun",97,-2.455223,56.726297,8.36091232299805
"470","Moors Valley","Moors Valley parkrun",97,-1.849419,50.85124,21.8328247070312
"471","Morecambe Prom","Morecambe Prom parkrun",97,-2.885102,54.065082,4.22359895706177
"472","Mote Park","Mote Park parkrun",97,0.541967,51.269539,21.2701454162598
"473","Mount Edgcumbe","Mount Edgcumbe parkrun",97,-4.175493,50.357664,13.5228700637817
"474","Mount Stuart","Mount Stuart parkrun",97,-5.019453,55.792888,44.5113410949707
"475","Myrtle","Myrtle parkrun",97,-1.838295,53.846344,96.1495361328125
"476","Nant y Pandy","Nant y Pandy parkrun",97,-4.313233,53.257642,26.4531002044678
"477","Netley Abbey","Netley Abbey parkrun",97,-1.334453,50.865345,17.630407333374
"478","New Earswick","New Earswick parkrun",97,-1.077677,53.99025,13.9210653305054
"479","Newark","Newark parkrun",97,-0.81905,53.070031,16.4756603240967
"480","Newbiggin-by-the-Sea","Newbiggin-by-the-Sea parkrun",97,-1.505386,55.185215,0
"481","Newborough Forest","Newborough Forest parkrun",97,-4.386757,53.144163,9.17905616760254
"482","Newbury","Newbury parkrun",97,-1.292267,51.378426,118.335479736328
"483","Newent","Newent parkrun, Forest of Dean",97,-2.410056,51.926515,43.4788970947266
"484","Newport","Newport parkrun",97,-3.030939,51.559479,14.5589590072632
"485","Newtown","Newtown parkrun",97,-3.319012,52.514658,107.938926696777
"486","Nonsuch","Nonsuch parkrun",97,-0.231078,51.356926,44.3407325744629
"487","Normanby Hall","Normanby Hall parkrun",97,-0.659924,53.638407,55.0208549499512
"488","North Walsham","North Walsham parkrun",97,1.391589,52.818216,41.8662071228027
"489","North Yorkshire Water Park","North Yorkshire Water Park parkrun",97,-0.482836,54.227812,22.5094890594482
"490","Northala Fields","Northala Fields parkrun",97,-0.376711,51.541272,37.5963592529297
"491","Northallerton","Northallerton parkrun",97,-1.435519,54.348466,41.4027671813965
"492","Northampton","Northampton parkrun",97,-0.884445,52.248143,93.7953262329102
"493","Northwich","Northwich parkrun",97,-2.510876,53.265511,19.6841487884521
"494","Norwich","Norwich parkrun",97,1.255682,52.620422,33.4189491271973
"495","Nostell","Nostell parkrun",97,-1.381241,53.650212,59.4001121520996
"496","Nova Prestatyn","Nova Prestatyn parkrun",97,-3.414183,53.342126,1.72810959815979
"497","Oak Hill","Oak Hill parkrun",97,-0.153744,51.637718,41.8544616699219
"498","Oaklands","Oaklands parkrun",97,-1.818013,52.466391,127.478561401367
"499","Oakwell Hall","Oakwell Hall parkrun",97,-1.671596,53.739437,123.017959594727
"500","Old Deer Park","Old Deer Park parkrun",97,-0.306973,51.464417,9.25585079193115
"501","Old Railway Trail, Llangollen","Old Railway Trail parkrun, Llangollen",97,-3.160221,52.97016,96.1449127197266
"502","Oldham","Oldham parkrun",97,-2.104118,53.534187,184.361724853516
"503","Omagh","Omagh parkrun",97,-7.296222,54.602837,68.4429244995117
"504","Orangefield","Orangefield parkrun",97,-5.884361,54.588509,10.5763349533081
"505","Oriam","Oriam parkrun",97,-3.31715,55.909754,94.3994598388672
"506","Ormeau","Ormeau parkrun",97,-5.914786,54.588374,4.91678333282471
"507","Ormskirk","Ormskirk parkrun",97,-2.868097,53.559245,69.6220932006836
"508","Orpington","Orpington parkrun",97,0.117224,51.365283,101.229309082031
"509","Osterley","Osterley parkrun",97,-0.349889,51.489403,27.59987449646
"510","Oxford","Oxford parkrun",97,-1.262419,51.790901,69.3478317260742
"511","Palacerigg Country","Palacerigg Country parkrun",97,-3.949289,55.937089,169.633911132812
"512","Panshanger","Panshanger parkrun",97,-0.107589,51.796066,65.6953659057617
"513","Parke","Parke parkrun",97,-3.686562,50.59305,48.748592376709
"514","Pavilion Gardens","Pavilion Gardens parkrun",97,-1.918759,53.254611,304.476135253906
"515","Peacehaven","Peacehaven parkrun",97,0.012418,50.794092,36.2196464538574
"516","Peckham Rye","Peckham Rye parkrun",97,-0.060688,51.455486,32.8590087890625
"517","Peel","Peel parkrun",97,-2.270682,53.48759,30.5136260986328
"518","Pegwell Bay","Pegwell Bay parkrun",97,1.361446,51.320957,5.12395811080933
"519","Penallta","Penallta parkrun",97,-3.245679,51.644889,145.88703918457
"520","Pendle","Pendle parkrun",97,-2.18011,53.863571,198.533386230469
"521","Penistone","Penistone parkrun",97,-1.635407,53.526568,218.576141357422
"522","Pennington Flash","Pennington Flash parkrun",97,-2.542745,53.491608,21.104076385498
"523","Penrhyn","Penrhyn parkrun",97,-4.094495,53.226852,49.629768371582
"524","Penrith","Penrith parkrun",97,-2.720532,54.658026,113.299369812012
"525","Penrose","Penrose parkrun",97,-5.281819,50.096824,10.7319393157959
"526","Penryn Campus","Penryn Campus parkrun",97,-5.124008,50.170244,102.04557800293
"527","Perry Hall","Perry Hall parkrun",97,-1.911825,52.52486,98.5414352416992
"528","Perth","Perth parkrun",97,-3.435422,56.40515,9.87460231781006
"529","Peter Pan","Peter Pan parkrun",97,-0.402181,53.73833,3.75760984420776
"530","Philips Park","Philips Park parkrun",97,-2.192484,53.488346,65.5276947021484
"531","Phoenix","Phoenix parkrun",97,-2.681623,53.337865,31.7416763305664
"532","Plean","Plean parkrun",97,-3.881607,56.057791,64.4598770141602
"533","Plymvalley","Plymvalley parkrun",97,-4.079618,50.409091,17.4841117858887
"534","Pocket","Pocket parkrun",97,-0.275327,52.214797,15.3385028839111
"535","Polkemmet Country","Polkemmet Country parkrun",97,-3.720256,55.866214,181.927841186523
"536","Pollok","Pollok parkrun, Glasgow",97,-4.307882,55.82992,28.8959007263184
"537","Pomphrey Hill","Pomphrey Hill parkrun",97,-2.47805,51.479321,72.9267807006836
"538","Pont y Bala","Pont y Bala parkrun",97,-3.593199,52.912396,165.958755493164
"539","Pontefract","Pontefract parkrun",97,-1.325197,53.697922,38.6704216003418
"540","Pontypool","Pontypool parkrun",97,-3.028573,51.699213,122.814674377441
"541","Pontypridd","Pontypridd parkrun",97,-3.339028,51.602009,58.0207061767578
"542","Poole","Poole parkrun",97,-1.968876,50.720348,5.55504512786865
"543","Poolsbrook","Poolsbrook parkrun",97,-1.348842,53.259118,56.0949745178223
"544","Porthcawl","Porthcawl parkrun",97,-3.705976,51.476331,10.5530796051025
"545","Portobello","Portobello parkrun, Edinburgh",97,-3.122656,55.950689,15.5234394073486
"546","Portrush","Portrush parkrun",97,-6.648788,55.204638,3.52997779846191
"547","Portsmouth Lakeside","Portsmouth Lakeside parkrun",97,-1.08157,50.840654,4.0991382598877
"548","Potternewton","Potternewton parkrun",97,-1.526274,53.818446,59.3924522399902
"549","Preston","Preston parkrun",97,-2.703902,53.751374,8.63467407226562
"550","Preston Park","Preston Park parkrun, Brighton",97,-0.148616,50.841557,33.7380790710449
"551","Princes","Princes parkrun, Liverpool",97,-2.956975,53.386456,49.4722366333008
"552","Prospect","Prospect parkrun",97,-1.00741,51.448386,60.3415641784668
"553","Prudhoe Riverside","Prudhoe Riverside parkrun",97,-1.863141,54.968071,11.674654006958
"554","Pymmes","Pymmes parkrun",97,-0.066953,51.61887,18.2853393554688
"555","Queens, Belfast","Queens parkrun, Belfast",97,-5.963387,54.555092,32.9458694458008
"556","Queens, Glasgow","Queens parkrun, Glasgow",97,-4.270076,55.833509,31.8173179626465
"557","Queen Elizabeth","Queen Elizabeth parkrun",97,-0.978384,50.956372,120.57640838623
"558","Raphael","Raphael parkrun",97,0.19249,51.585798,29.0141143798828
"559","Reading","Reading parkrun",97,-0.941573,51.460384,34.6424331665039
"560","Redcar","Redcar parkrun",97,-1.07902,54.615225,7.94549798965454
"561","Reigate Priory","Reigate Priory parkrun",97,-0.208644,51.23435,75.7746505737305
"562","Rendlesham Forest","Rendlesham Forest parkrun",97,1.428606,52.083267,17.6823844909668
"563","Richmond Park","Richmond parkrun",97,-0.292886,51.451962,43.1447525024414
"564","Rickmansworth","Rickmansworth parkrun",97,-0.47589,51.633087,48.0638885498047
"565","Riddlesdown","Riddlesdown parkrun",97,-0.079549,51.318485,154.968948364258
"566","Rising Sun","Rising Sun parkrun",97,-1.532028,55.01998,66.1244277954102
"567","Riverfront","Riverfront parkrun",97,-2.993317,51.588559,4.41849851608276
"568","Riverside","Riverside parkrun",97,-1.563277,54.853983,10.7928352355957
"569","Roberts Park","Roberts Park parkrun",97,-1.793275,53.841468,71.1890563964844
"570","Roding Valley","Roding Valley parkrun",97,0.066415,51.638607,22.1372909545898
"571","Rogiet","Rogiet parkrun",97,-2.779965,51.583268,7.21218347549438
"572","Rosliston","Rosliston parkrun",97,-1.639681,52.754526,74.6700134277344
"573","Ross-on-Wye","Ross-on-Wye parkrun",97,-2.594417,51.912943,32.1143074035645
"574","Rostrevor","Rostrevor parkrun",97,-6.193448,54.099486,13.287070274353
"575","Rothay Park","Rothay Park parkrun",97,-2.969788,54.431563,47.9392776489258
"576","Rother Valley","Rother Valley parkrun",97,-1.320226,53.341508,37.0158920288086
"577","Rotherham","Rotherham parkrun",97,-1.343218,53.430538,59.8958015441895
"578","Rothwell","Rothwell parkrun",97,-1.473456,53.750032,34.9116058349609
"579","Roundhay","Roundhay parkrun",97,-1.496007,53.83828,108.813835144043
"580","Roundshaw Downs","Roundshaw Downs parkrun",97,-0.11872,51.352253,74.0804290771484
"581","Royal Tunbridge Wells","Royal Tunbridge Wells parkrun",97,0.284851,51.133614,126.083374023438
"582","Ruchill","Ruchill parkrun",97,-4.276162,55.884538,68.7937164306641
"583","Rugby","Rugby parkrun",97,-1.238464,52.37318,116.159317016602
"584","Rushcliffe","Rushcliffe parkrun",97,-1.149104,52.882497,36.9832878112793
"585","Rushmere","Rushmere parkrun",97,-0.674095,51.947057,121.459747314453
"586","Rushmoor","Rushmoor parkrun",97,-0.755847,51.265798,74.4046630859375
"587","Ruthin Memorial Playing Fields","Ruthin Memorial Playing Fields parkrun",97,-3.317265,53.115985,55.4375419616699
"588","Rutland Water","Rutland Water parkrun",97,-0.624447,52.643712,92.2687301635742
"589","Salcey Forest","Salcey Forest parkrun",97,-0.841556,52.159223,137.327621459961
"590","Sale Water","Sale Water parkrun",97,-2.294545,53.429585,27.7044353485107
"591","Salisbury","Salisbury parkrun",97,-1.789858,51.061528,45.2279777526855
"592","Sandall Park","Sandall Park parkrun",97,-1.089474,53.544969,12.3163576126099
"593","Sandhurst Memorial","Sandhurst Memorial parkrun",97,-0.791694,51.343825,58.1685638427734
"594","Sandringham","Sandringham parkrun",97,0.504942,52.829752,48.9146881103516
"595","Sandwell Valley","Sandwell Valley parkrun",97,-1.97579,52.521531,130.29475402832
"596","Sandy Water","Sandy Water parkrun",97,-4.174644,51.680293,4.45356941223145
"597","Scunthorpe","Scunthorpe parkrun",97,-0.656476,53.581755,44.8154182434082
"598","Seaford Beach","Seaford Beach parkrun",97,0.079566,50.778986,3.09636330604553
"599","Seaton","Seaton parkrun",97,-3.072064,50.703349,4.18501758575439
"600","Sedgefield","Sedgefield parkrun",97,-1.466289,54.653008,102.674942016602
"601","Selby","Selby parkrun",97,-1.078398,53.751824,6.88228988647461
"602","Seven Fields","Seven Fields parkrun",97,-1.781711,51.586619,101.888656616211
"603","Severn Bridge","Severn Bridge parkrun",97,-2.664531,51.619014,19.2246646881104
"604","Severn Valley Country","Severn Valley Country parkrun",97,-2.364842,52.453316,61.5632438659668
"605","Sewerby","Sewerby parkrun",97,-0.160761,54.103268,41.2194900512695
"606","Sharpham Estate","Sharpham Estate parkrun",97,-3.682105,50.424904,24.1071643829346
"607","Sharpham Road Playing Fields","Sharpham Road Playing Fields parkrun",97,-2.793181,51.279496,16.1401996612549
"608","Sheffield Castle","Sheffield Castle parkrun",97,-1.436827,53.366782,169.424591064453
"609","Shepton Mallet","Shepton Mallet parkrun",97,-2.542461,51.187513,147.193267822266
"610","Sheringham","Sheringham parkrun",97,1.180601,52.928775,78.4865798950195
"611","Sherwood Pines","Sherwood Pines parkrun",97,-1.084839,53.165828,98.5096130371094
"612","Shipley Country","Shipley Country parkrun",97,-1.359978,53.008339,105.878730773926
"613","Shorne Woods","Shorne Woods parkrun",97,0.418618,51.404426,105.30827331543
"614","Shrewsbury","Shrewsbury parkrun",97,-2.75921,52.706942,63.4069900512695
"615","Silksworth","Silksworth parkrun",97,-1.409099,54.883911,57.1332817077637
"616","Sittingbourne","Sittingbourne parkrun",97,0.740569,51.354976,6.29815578460693
"617","Sixfields Upton","Sixfields Upton parkrun",97,-0.942236,52.228528,65.490104675293
"618","Sixmilewater","Sixmilewater parkrun",97,-5.998945,54.750004,71.4283065795898
"619","Sizewell","Sizewell parkrun",97,1.622193,52.210167,6.13265943527222
"620","Skipton","Skipton parkrun",97,-2.030004,53.961331,117.63793182373
"621","Sloughbottom","Sloughbottom parkrun",97,1.266994,52.647255,12.0881910324097
"622","Snowden Field","Snowden Field parkrun",97,-0.164731,52.673995,5.00010585784912
"623","Soham Village College","Soham Village College parkrun",97,0.338064,52.329737,5.43044948577881
"624","Somerdale Pavilion","Somerdale Pavilion parkrun",97,-2.495689,51.426469,6.13012456893921
"625","South Manchester","South Manchester parkrun",97,-2.224689,53.446072,39.5425796508789
"626","South Norwood","South Norwood parkrun",97,-0.059908,51.396111,39.3036689758301
"627","South Oxhey","South Oxhey parkrun",97,-0.393135,51.631433,69.0758361816406
"628","South Shields","South Shields parkrun",97,-1.408052,54.995687,2.98281621932983
"629","South Woodham Ferrers","South Woodham Ferrers parkrun",97,0.613014,51.631642,3.03705549240112
"630","Southall","Southall parkrun",97,-0.36957,51.509737,33.6434936523438
"631","Southampton","Southampton parkrun",97,-1.407766,50.923624,34.2753448486328
"632","Southend","Southend parkrun",97,0.787526,51.523431,2.3755841255188
"633","Southport","Southport parkrun",97,-2.985341,53.656276,14.8261604309082
"634","Southsea","Southsea parkrun",97,-1.081316,50.778853,2.40548253059387
"635","Southwark","Southwark parkrun",97,-0.053151,51.494242,3.31990361213684
"636","Southwick Country Park","Southwick Country parkrun",97,-2.234092,51.306461,39.0860862731934
"637","Springburn","Springburn parkrun, Glasgow",97,-4.224823,55.889857,108.832443237305
"638","Squerryes Winery","Squerryes Winery parkrun",97,0.08667,51.275986,101.006401062012
"639","St Albans","St Albans parkrun",97,-0.355371,51.75193,91.4970550537109
"640","St Andrews","St Andrews parkrun",97,-2.838234,56.317711,105.02840423584
"641","St Helens","St Helens parkrun",97,-2.744088,53.46322,43.2777481079102
"642","St Marys","St Marys parkrun",97,-2.760744,50.729456,4.86600017547607
"643","Stamford Park","Stamford Park parkrun",97,-2.066163,53.490901,145.426025390625
"644","Stevenage","Stevenage parkrun",97,-0.17993,51.902634,107.492950439453
"645","Stewart","Stewart parkrun, Middlesbrough",97,-1.203561,54.53809,48.5302619934082
"646","Stockley Country","Stockley Country parkrun",97,-0.458739,51.51492,34.3292427062988
"647","Stonehaven","Stonehaven parkrun",97,-2.212502,56.969993,10.0590629577637
"648","Stonehouse","Stonehouse parkrun",97,-2.287804,51.752554,36.8493576049805
"649","Storeys Field","Storeys Field parkrun",97,0.089579,52.219098,24.1414051055908
"650","Stormont","Stormont parkrun",97,-5.837749,54.598318,30.4231605529785
"651","Stratford Park, Stroud","Stratford Park parkrun, Stroud",97,-2.225007,51.74897,61.0929374694824
"652","Stratford-upon-Avon","Stratford-upon-Avon parkrun",97,-1.701445,52.184998,36.3049201965332
"653","Strathclyde","Strathclyde parkrun",97,-4.031425,55.789631,19.7549991607666
"654","Street","Street parkrun",97,-2.729089,51.129515,9.75979995727539
"655","Stretford","Stretford parkrun",97,-2.290281,53.446121,31.003438949585
"656","Sunny Hill","Sunny Hill parkrun",97,-0.229717,51.598193,59.6293258666992
"657","Sutcliffe","Sutcliffe parkrun",97,0.026739,51.454343,21.8997707366943
"658","Sutton Manor","Sutton Manor parkrun",97,-2.726901,53.411392,57.5162200927734
"659","Sutton Park","Sutton Park parkrun",97,-1.867129,52.558505,138.254028320312
"660","Swaffham","Swaffham parkrun",97,0.688461,52.638607,66.1186828613281
"661","Swanley","Swanley parkrun",97,0.17519,51.404175,64.4903793334961
"662","Swansea Bay","Swansea Bay parkrun",97,-3.967061,51.611029,0
"663","Talkin Tarn Country Park","Talkin Tarn Country Park parkrun",97,-2.707392,54.924753,134.378067016602
